experiment_id,segment,value,loans,chargeoffs,prevalence,pr_auc,roc_auc,brier,calibration_intercept,calibration_slope,mean_predicted_risk
E06,project_state,NY,6086,402,0.06605323693723299,0.5981492506194993,0.9639758631193085,0.03535368108493269,0.3086571654147784,0.9918000468348045,0.05618198952263683
E06,project_state,OH,5505,359,0.06521344232515895,0.6864569419411581,0.9674014595537329,0.02944143403746902,0.3397904477896688,1.0515785230753227,0.057369517079786714
E06,project_state,OK,822,57,0.06934306569343066,0.5072839623100749,0.9289072354087834,0.04459091038152577,0.0026944205329468614,1.0527240472358308,0.07258752799032732
E06,project_state,OR,1395,76,0.05448028673835126,0.5898575008667054,0.9410687921471609,0.029649867177660088,0.19157289640605862,0.8786978017180728,0.04497595585817812
E06,project_state,PA,2979,171,0.05740181268882175,0.5935229570338686,0.9536203995268322,0.03160204354910391,0.3558121487557987,1.0717354692700112,0.049619515865221814
E06,project_state,PR,891,54,0.06060606060606061,0.5532173692466341,0.9419000840745165,0.037857976908108444,-0.35970810850455615,0.9747621612671132,0.0739528775641491
E06,project_state,RI,545,35,0.06422018348623854,0.8514158526744674,0.9867226890756303,0.024965055144376806,1.4427630099711193,1.7307995673256689,0.049561018989179584
E06,project_state,SC,715,47,0.06573426573426573,0.697489789117138,0.9765256720601351,0.030389554611645452,0.6425534484484988,1.2871506596887476,0.05587652325588471
E06,project_state,TN,867,74,0.0853517877739331,0.7283890483682608,0.956272792338366,0.04260203110774499,1.0201276887862778,1.1441027727049793,0.056332736131485095
E06,project_state,TX,7632,704,0.09224318658280922,0.678330545681711,0.9612039377427566,0.04434788472672049,0.405979581027643,0.9530595740694262,0.0748704836656762
E06,project_state,UT,1818,96,0.052805280528052806,0.696439265029006,0.9771401955090979,0.026316741117657187,0.24784085473178283,1.066800569157666,0.048555458916316324
E06,project_state,VA,1386,113,0.08152958152958154,0.6753436845194348,0.9597147008321226,0.04312691018419808,0.7500340524271841,1.158828829667618,0.060489099642084515
E06,project_state,WA,2561,116,0.04529480671612651,0.6378996715013582,0.9614202101403286,0.02297758219588851,0.3850251710559092,1.0989360084602717,0.03969428061461026
E06,project_state,WI,2425,133,0.05484536082474227,0.5826373590148083,0.955876274455773,0.032163320556312214,0.20113718626013188,1.064556060257947,0.051452462226566624
E06,business_age,Existing,55865,3156,0.05649333213998031,0.6546328801318225,0.9671722482729807,0.02882402367257155,0.4162433802785874,1.1044042478028222,0.04871377143046853
E06,business_age,New or early-stage,19454,1572,0.08080600390665159,0.6649441301814014,0.965658602207915,0.037368869035068704,0.24632540873022363,1.0097445965185412,0.07252503592572884
E06,business_age,Startup,15264,1242,0.08136792452830188,0.6403050364684439,0.946864698009638,0.04273171751362108,0.2927798627656913,1.023681140043195,0.07074617351746941
E06,business_age,Unknown,6856,570,0.08313885647607934,0.685139333592031,0.9612800096008394,0.03789866678305392,0.3572872924839928,1.0377202129790675,0.0714851595703981
E06,business_type,CORPORATION,84455,5613,0.06646142916345983,0.6432468927252156,0.9624517365256169,0.03381053939015219,0.323833888420345,1.0546310665976253,0.05816730342173753
E06,business_type,INDIVIDUAL,11341,872,0.07688916321312053,0.7312265862980047,0.9709623804136458,0.031654449449081086,0.49724527195977597,1.0876231157344394,0.06476193993550622
E06,business_type,PARTNERSHIP,1642,55,0.03349573690621194,0.4882533643809224,0.9737870195337114,0.021227789631185618,0.2696023359069647,1.1877181472484006,0.03366672120995621
E06,processing_method,7a General,5528,338,0.06114327062228654,0.5467012853306867,0.9463165965500336,0.037326943691756286,0.13444223256912974,0.9929301098991845,0.0561831120401072
E06,processing_method,Community Advantage Initiative,1344,168,0.125,0.5332016796432908,0.9031371477162293,0.07416991860632229,-0.12097873799823922,0.8514852040568801,0.1243338622952138
E06,processing_method,Preferred Lenders Program,25335,1379,0.054430629563844486,0.6328969686789151,0.9603140716888383,0.02929479246253443,0.5126577982823691,1.0983457658693352,0.044630485766807886
E06,processing_method,SBA Express Program,50024,3382,0.06760754837677914,0.6767808908907255,0.9697930042569685,0.031283117464095504,0.2773935672533151,1.0673517709175817,0.061151445294449214
E06,processing_method,Small Loan Advantage Initiative,13139,1196,0.09102671436182358,0.7056904826297727,0.9599562526235964,0.043122814500640934,0.6939230444456632,1.0799520747576952,0.06847407566084601
E06,processing_method,Working Capital CAPLine,627,25,0.03987240829346093,0.2936953327939173,0.891295681063123,0.04147700635482498,-1.129815824250841,0.969845199435185,0.0908471545006674
